Churn,Contract,PaymentMethod,PaperlessBilling,Charges.Monthly,Charges.Total,InternetService,OnlineSecurity,TechSupport,StreamingTV,StreamingMovies
0,two year,credit card (automatic),yes,74.8,5315.8,dsl,yes,yes,no,yes
0,two year,bank transfer (automatic),no,23.95,1713.1,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,credit card (automatic),yes,96.35,3915.4,fiber optic,no,no,yes,no
1,month-to-month,electronic check,yes,102.8,2110.15,fiber optic,no,yes,yes,yes
1,month-to-month,electronic check,yes,95.15,1789.25,fiber optic,yes,no,no,yes
0,month-to-month,mailed check,yes,87.9,1500.5,fiber optic,yes,no,yes,no
0,month-to-month,mailed check,yes,20.05,20.05,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,bank transfer (automatic),no,62.05,118.3,dsl,no,no,no,yes
0,two year,bank transfer (automatic),no,59.55,2016.3,dsl,yes,yes,yes,yes
1,month-to-month,mailed check,yes,19.3,19.3,no,no internet service,no internet service,no internet service,no internet service
0,one year,credit card (automatic),yes,74.85,4456.35,dsl,yes,yes,no,yes
0,two year,credit card (automatic),yes,109.75,7758.9,fiber optic,no,yes,yes,yes
1,month-to-month,mailed check,yes,45.0,96.45,dsl,no,no,no,no
0,two year,credit card (automatic),yes,79.85,4861.45,dsl,yes,yes,yes,no
0,month-to-month,electronic check,yes,67.25,832.3,dsl,yes,yes,no,no
0,month-to-month,electronic check,no,87.6,2724.25,fiber optic,yes,yes,no,no
0,two year,credit card (automatic),no,89.9,6457.15,dsl,yes,yes,yes,yes
0,month-to-month,electronic check,no,94.4,94.4,fiber optic,no,no,yes,yes
0,one year,bank transfer (automatic),yes,101.9,5265.5,fiber optic,yes,no,yes,no
0,two year,bank transfer (automatic),no,46.2,2431.95,dsl,yes,no,no,yes
1,month-to-month,electronic check,yes,52.2,52.2,dsl,no,yes,no,no
0,month-to-month,electronic check,yes,55.6,580.8,dsl,yes,no,no,no
0,one year,electronic check,yes,70.95,3250.45,dsl,no,yes,yes,no
0,two year,bank transfer (automatic),yes,107.6,6912.7,fiber optic,no,yes,yes,yes
0,one year,electronic check,yes,86.9,4939.25,fiber optic,no,no,yes,no
0,one year,bank transfer (automatic),no,19.8,342.3,no,no internet service,no internet service,no internet service,no internet service
0,two year,bank transfer (automatic),yes,98.7,6858.9,fiber optic,no,yes,no,yes
0,month-to-month,credit card (automatic),yes,99.85,1992.55,fiber optic,no,no,yes,yes
1,month-to-month,electronic check,yes,45.05,770.6,dsl,no,no,no,no
0,month-to-month,electronic check,yes,95.55,3930.6,fiber optic,no,no,yes,no
0,month-to-month,bank transfer (automatic),yes,45.9,521.9,dsl,no,no,no,no
0,one year,electronic check,no,79.2,1742.45,fiber optic,no,yes,no,no
0,month-to-month,electronic check,no,19.55,61.05,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,mailed check,no,19.95,170.9,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,no,57.45,990.85,dsl,no,no,no,yes
1,month-to-month,electronic check,yes,88.55,179.25,fiber optic,no,no,no,yes
0,one year,mailed check,no,20.2,34.75,no,no internet service,no internet service,no internet service,no internet service
0,two year,credit card (automatic),no,19.6,967.9,no,no internet service,no internet service,no internet service,no internet service
0,one year,bank transfer (automatic),yes,75.9,1549.75,dsl,yes,no,yes,yes
1,month-to-month,bank transfer (automatic),yes,54.55,2978.3,dsl,no,yes,yes,yes
0,two year,credit card (automatic),no,89.75,6367.2,dsl,yes,yes,yes,yes
1,month-to-month,electronic check,yes,55.25,1715.65,dsl,no,yes,no,no
0,one year,bank transfer (automatic),yes,49.35,3321.35,dsl,yes,yes,yes,no
0,two year,mailed check,no,19.6,390.4,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,69.25,1554.0,fiber optic,no,no,no,no
1,month-to-month,credit card (automatic),yes,84.8,906.85,fiber optic,no,no,no,yes
0,month-to-month,electronic check,no,45.2,45.2,dsl,no,no,no,no
0,two year,credit card (automatic),no,25.85,1872.2,no,no internet service,no internet service,no internet service,no internet service
0,one year,credit card (automatic),yes,25.6,917.15,no,no internet service,no internet service,no internet service,no internet service
0,one year,electronic check,no,20.0,540.05,no,no internet service,no internet service,no internet service,no internet service
1,one year,credit card (automatic),no,100.3,5614.45,fiber optic,no,no,yes,yes
0,month-to-month,credit card (automatic),no,64.4,316.9,dsl,yes,yes,no,no
0,month-to-month,mailed check,no,33.6,550.35,dsl,yes,no,no,no
0,month-to-month,electronic check,no,20.0,417.65,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,79.6,195.05,fiber optic,no,no,no,yes
0,two year,bank transfer (automatic),no,99.7,4634.35,fiber optic,no,no,yes,yes
0,month-to-month,electronic check,no,107.05,2172.05,fiber optic,no,yes,yes,yes
0,one year,mailed check,no,20.0,599.3,no,no internet service,no internet service,no internet service,no internet service
0,two year,mailed check,yes,79.6,4024.2,dsl,no,yes,yes,yes
0,month-to-month,mailed check,yes,35.8,363.15,dsl,no,no,yes,no
0,two year,credit card (automatic),yes,91.95,6614.9,dsl,yes,yes,yes,yes
0,month-to-month,mailed check,no,19.65,100.9,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,bank transfer (automatic),yes,84.8,3862.55,fiber optic,no,no,no,no
0,two year,credit card (automatic),no,86.65,6094.25,dsl,yes,yes,yes,yes
0,month-to-month,electronic check,yes,95.4,4445.3,fiber optic,yes,yes,no,yes
0,month-to-month,bank transfer (automatic),yes,70.35,3454.6,dsl,yes,no,yes,no
0,month-to-month,mailed check,no,55.55,55.55,dsl,no,no,no,yes
1,month-to-month,electronic check,no,24.75,24.75,dsl,no,no,no,no
0,one year,credit card (automatic),no,60.7,2234.55,dsl,yes,yes,yes,yes
0,month-to-month,mailed check,no,20.25,144.35,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,98.35,2515.3,fiber optic,no,no,yes,yes
0,two year,mailed check,no,20.15,804.85,no,no internet service,no internet service,no internet service,no internet service
0,two year,credit card (automatic),no,72.1,5016.65,dsl,yes,yes,no,no
0,two year,credit card (automatic),no,79.8,5034.05,dsl,no,yes,yes,yes
0,month-to-month,electronic check,yes,80.15,194.55,fiber optic,yes,yes,no,no
0,one year,bank transfer (automatic),yes,95.4,5812.0,fiber optic,yes,no,yes,no
0,two year,bank transfer (automatic),no,19.3,890.5,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,mailed check,yes,79.0,1902.0,dsl,yes,yes,yes,yes
0,month-to-month,electronic check,yes,75.65,302.35,fiber optic,no,no,no,no
1,month-to-month,mailed check,yes,50.1,50.1,dsl,no,no,no,no
0,one year,mailed check,no,19.6,727.8,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,84.6,360.1,fiber optic,no,no,no,yes
0,two year,bank transfer (automatic),yes,75.4,5480.25,dsl,no,no,yes,yes
0,one year,bank transfer (automatic),yes,105.7,6816.95,fiber optic,no,no,yes,yes
0,one year,electronic check,yes,80.1,4693.2,dsl,no,yes,yes,yes
1,month-to-month,electronic check,no,70.4,70.4,fiber optic,no,no,no,no
0,month-to-month,electronic check,yes,94.1,4107.3,fiber optic,yes,no,no,yes
1,month-to-month,mailed check,no,19.45,19.45,no,no internet service,no internet service,no internet service,no internet service
0,one year,credit card (automatic),yes,109.7,7344.45,fiber optic,no,yes,yes,yes
1,month-to-month,electronic check,no,70.4,281.0,fiber optic,no,no,no,no
1,month-to-month,mailed check,no,65.0,663.05,dsl,yes,yes,no,no
0,month-to-month,bank transfer (automatic),no,82.05,2570.2,fiber optic,no,no,no,no
0,month-to-month,credit card (automatic),no,19.45,232.1,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,yes,74.75,144.8,fiber optic,no,no,no,no
0,two year,mailed check,no,19.05,637.55,no,no internet service,no internet service,no internet service,no internet service
0,one year,credit card (automatic),no,30.25,368.85,dsl,no,yes,no,no
0,two year,credit card (automatic),yes,110.1,6705.7,fiber optic,yes,yes,yes,yes
0,two year,mailed check,no,23.55,1173.35,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,bank transfer (automatic),yes,20.15,20.15,no,no internet service,no internet service,no internet service,no internet service
0,two year,bank transfer (automatic),yes,82.7,5831.2,dsl,yes,yes,no,yes
0,two year,mailed check,no,24.4,1417.9,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,bank transfer (automatic),no,20.05,94.15,no,no internet service,no internet service,no internet service,no internet service
1,one year,bank transfer (automatic),yes,59.9,2816.65,dsl,no,yes,yes,yes
1,month-to-month,mailed check,no,20.2,20.2,no,no internet service,no internet service,no internet service,no internet service
1,one year,credit card (automatic),yes,110.85,5275.8,fiber optic,yes,yes,yes,yes
1,one year,bank transfer (automatic),yes,99.5,5961.1,fiber optic,no,no,yes,yes
1,month-to-month,electronic check,yes,81.0,371.65,fiber optic,no,no,no,no
0,one year,credit card (automatic),no,19.8,457.3,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,mailed check,no,65.1,2586.0,dsl,yes,no,yes,no
1,month-to-month,electronic check,yes,60.0,60.0,dsl,yes,yes,no,no
0,month-to-month,bank transfer (automatic),yes,20.25,174.7,no,no internet service,no internet service,no internet service,no internet service
1,one year,credit card (automatic),yes,103.25,5037.55,fiber optic,yes,no,yes,yes
1,month-to-month,mailed check,yes,19.9,19.9,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,yes,29.6,346.45,dsl,yes,no,no,no
0,month-to-month,bank transfer (automatic),no,19.45,159.2,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,99.55,3734.25,fiber optic,no,yes,yes,yes
0,month-to-month,mailed check,no,20.8,635.9,no,no internet service,no internet service,no internet service,no internet service
0,two year,mailed check,no,20.2,387.4,no,no internet service,no internet service,no internet service,no internet service
0,one year,bank transfer (automatic),no,64.05,3902.6,dsl,no,no,no,yes
0,two year,electronic check,yes,113.65,7714.65,fiber optic,yes,yes,yes,yes
1,month-to-month,electronic check,yes,68.95,68.95,fiber optic,no,no,no,no
1,month-to-month,electronic check,yes,79.9,324.3,fiber optic,no,no,no,yes
0,two year,bank transfer (automatic),no,20.65,1020.75,no,no internet service,no internet service,no internet service,no internet service
0,one year,bank transfer (automatic),yes,62.15,2215.45,dsl,yes,no,yes,no
0,month-to-month,credit card (automatic),yes,89.9,2723.15,fiber optic,no,yes,no,yes
0,month-to-month,electronic check,yes,90.25,743.75,fiber optic,no,yes,no,yes
0,month-to-month,electronic check,yes,25.15,99.95,dsl,no,no,no,no
0,one year,mailed check,yes,19.3,185.2,no,no internet service,no internet service,no internet service,no internet service
0,one year,credit card (automatic),yes,104.9,7537.5,fiber optic,yes,yes,no,yes
1,month-to-month,electronic check,yes,44.7,93.7,dsl,no,no,no,no
1,month-to-month,electronic check,yes,79.15,1676.95,fiber optic,no,no,no,no
0,one year,bank transfer (automatic),yes,103.4,5236.4,fiber optic,no,yes,yes,yes
0,two year,bank transfer (automatic),no,19.85,1326.35,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,credit card (automatic),yes,81.0,818.05,fiber optic,no,no,no,no
1,month-to-month,electronic check,yes,100.2,2983.8,fiber optic,no,no,yes,yes
1,month-to-month,bank transfer (automatic),yes,80.15,2265.25,fiber optic,no,no,no,no
1,month-to-month,electronic check,yes,79.15,1520.9,fiber optic,yes,no,no,no
0,month-to-month,mailed check,no,25.15,476.8,dsl,no,no,no,no
0,month-to-month,electronic check,no,89.6,2901.8,fiber optic,yes,no,yes,no
0,two year,credit card (automatic),yes,20.1,1326.25,no,no internet service,no internet service,no internet service,no internet service
0,two year,bank transfer (automatic),yes,103.75,7346.2,fiber optic,no,no,yes,yes
1,month-to-month,electronic check,yes,84.45,1058.6,fiber optic,no,no,no,no
1,month-to-month,electronic check,yes,100.6,819.4,fiber optic,no,no,yes,yes
1,month-to-month,electronic check,yes,84.8,2043.45,fiber optic,no,no,no,yes
0,month-to-month,electronic check,no,81.7,1820.9,fiber optic,yes,no,no,no
0,two year,electronic check,no,20.25,835.5,no,no internet service,no internet service,no internet service,no internet service
0,one year,credit card (automatic),no,43.7,2696.55,dsl,yes,yes,no,no
0,one year,mailed check,yes,72.1,2495.15,dsl,no,yes,yes,yes
0,month-to-month,credit card (automatic),no,74.8,2971.7,fiber optic,no,no,no,no
1,month-to-month,electronic check,yes,86.05,86.05,fiber optic,no,no,yes,no
0,two year,bank transfer (automatic),yes,83.3,6042.7,dsl,yes,yes,yes,yes
0,one year,credit card (automatic),yes,110.6,7210.85,fiber optic,yes,yes,yes,yes
0,month-to-month,mailed check,yes,51.8,1023.85,dsl,no,no,no,no
0,month-to-month,credit card (automatic),yes,79.95,1267.95,fiber optic,no,no,no,no
1,month-to-month,bank transfer (automatic),no,96.05,4399.5,fiber optic,no,no,yes,yes
0,two year,electronic check,yes,112.4,8046.85,fiber optic,yes,no,yes,yes
0,month-to-month,credit card (automatic),yes,24.1,439.2,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,credit card (automatic),no,94.65,2649.15,fiber optic,yes,no,yes,yes
0,one year,bank transfer (automatic),yes,103.15,6792.45,fiber optic,no,no,yes,yes
0,month-to-month,bank transfer (automatic),no,83.85,5588.8,fiber optic,yes,no,no,no
0,two year,bank transfer (automatic),yes,49.8,1971.15,dsl,no,yes,no,no
0,two year,credit card (automatic),no,25.0,1849.2,no,no internet service,no internet service,no internet service,no internet service
0,two year,mailed check,no,41.9,1875.25,dsl,yes,yes,no,no
0,one year,bank transfer (automatic),yes,100.15,6643.5,fiber optic,yes,yes,yes,no
0,month-to-month,electronic check,no,104.75,5841.35,fiber optic,no,no,yes,yes
1,month-to-month,electronic check,yes,86.0,86.0,fiber optic,no,no,no,yes
1,month-to-month,electronic check,yes,76.5,2868.15,fiber optic,no,no,no,no
1,month-to-month,bank transfer (automatic),yes,44.9,44.9,dsl,no,no,no,no
0,month-to-month,electronic check,yes,89.35,567.8,fiber optic,no,no,yes,yes
0,two year,bank transfer (automatic),no,73.25,4054.2,dsl,yes,yes,no,yes
0,one year,electronic check,yes,85.05,3355.65,fiber optic,no,no,yes,no
0,month-to-month,electronic check,yes,89.15,413.25,fiber optic,yes,no,no,yes
1,two year,credit card (automatic),yes,104.0,7250.15,fiber optic,yes,yes,yes,yes
0,month-to-month,electronic check,no,73.85,196.4,fiber optic,no,no,no,no
0,two year,mailed check,no,59.5,130.5,dsl,yes,yes,no,no
1,month-to-month,electronic check,yes,44.1,44.1,dsl,no,no,no,no
0,two year,credit card (automatic),yes,55.5,3166.9,dsl,no,yes,yes,yes
0,month-to-month,credit card (automatic),yes,73.75,956.65,fiber optic,yes,no,no,no
0,month-to-month,electronic check,no,20.0,185.4,no,no internet service,no internet service,no internet service,no internet service
0,one year,electronic check,yes,116.25,7862.25,fiber optic,yes,yes,yes,yes
0,one year,electronic check,yes,80.9,4557.5,fiber optic,no,no,no,yes
0,two year,bank transfer (automatic),yes,47.6,3377.8,dsl,yes,yes,no,no
0,one year,bank transfer (automatic),yes,64.65,3665.55,dsl,yes,yes,no,no
1,month-to-month,electronic check,yes,90.35,2238.5,fiber optic,no,no,yes,yes
1,month-to-month,mailed check,no,20.0,20.0,no,no internet service,no internet service,no internet service,no internet service
0,one year,bank transfer (automatic),yes,75.75,4264.25,dsl,yes,yes,no,yes
